Voltage Value - Plot 0,Amplitude - Plot 0
-0.315,-0.000722752
-0.31,-0.000708852
-0.305,-0.000696646
-0.3,-0.000685143
-0.295,-0.0006712
-0.29,-0.000659608
-0.285,-0.000647718
-0.28,-0.000634166
-0.275,-0.000612039
-0.27,-0.000598271
-0.265,-0.000587996
-0.26,-0.000573113
-0.255,-0.000560143
-0.25,-0.000552
-0.245,-0.000536304
-0.24,-0.000527245
-0.235,-0.00051321
-0.23,-0.000500698
-0.225,-0.000488505
-0.22,-0.000477742
-0.215,-0.000466631
-0.21,-0.000456899
-0.205,-0.000445065
-0.2,-0.000433324
-0.195,-0.000418817
-0.19,-0.000406676
-0.185,-0.00039225
-0.18,-0.00038083
-0.175,-0.000369714
-0.17,-0.000356821
-0.165,-0.000349901
-0.16,-0.000338489
-0.155,-0.00032743
-0.15,-0.000314474
-0.145,-0.000304022
-0.14,-0.000293711
-0.135,-0.000279944
-0.13,-0.000267949
-0.125,-0.000256415
-0.12,-0.000245229
-0.115,-0.000234627
-0.11,-0.000222932
-0.105,-0.000210944
-0.1,-0.000194071
-0.095,-0.000180083
-0.09,-0.000168583
-0.085,-0.000156506
-0.08,-0.000146109
-0.075,-0.000135384
-0.07,-0.000124809
-0.065,-0.000114831
-0.06,-0.000105182
-0.055,-9.46E-05
-0.05,-8.54E-05
-0.045,-7.63E-05
-0.04,-6.77E-05
-0.035,-5.91E-05
-0.03,-5.05E-05
-0.025,-4.13E-05
-0.02,-3.32E-05
-0.015,-2.49E-05
-0.01,-1.67E-05
-0.005,-8.61E-06
0,-5.06E-07
0.005,1.28E-06
0.01,1.61E-06
0.015,1.23E-06
0.02,1.47E-06
0.025,1.78E-06
0.03,2.08E-06
0.035,1.82E-05
0.04,1.86E-05
0.045,1.98E-05
0.05,2.20E-05
0.055,2.21E-05
0.06,2.39E-05
0.065,2.63E-05
0.07,2.73E-05
0.075,2.96E-05
0.08,3.16E-05
0.085,3.72E-05
0.09,3.77E-05
0.095,3.83E-05
0.1,2.94E-05
0.105,3.05E-05
0.11,3.12E-05
0.115,3.27E-05
0.12,3.30E-05
0.125,3.69E-05
0.13,4.21E-05
0.135,4.42E-05
0.14,4.69E-05
0.145,4.82E-05
0.15,6.03E-05
0.155,6.63E-05
0.16,6.23E-05
0.165,6.10E-05
0.17,5.81E-05
0.175,6.42E-05
0.18,7.33E-05
0.185,7.27E-05
0.19,7.85E-05
0.195,8.06E-05
0.2,0.000121422
0.205,0.000132636
0.21,0.000147852
0.215,6.49E-05
0.22,5.67E-05
0.225,5.66E-05
0.23,5.57E-05
0.235,5.91E-05
0.24,6.10E-05
0.245,6.22E-05
0.25,6.28E-05
0.255,6.23E-05
0.26,6.34E-05
0.265,6.59E-05
0.27,7.21E-05
0.275,7.35E-05
0.28,7.56E-05
0.285,7.50E-05
0.29,7.58E-05
0.295,7.80E-05
0.3,7.89E-05
0.305,8.00E-05
0.31,8.14E-05
0.315,8.34E-05
0.32,8.38E-05
0.325,8.64E-05
0.33,8.68E-05
0.335,8.82E-05
0.34,8.97E-05
0.345,9.09E-05
0.35,9.29E-05
0.355,9.40E-05
0.36,9.50E-05
0.365,9.65E-05
0.37,9.84E-05
0.375,9.97E-05
0.38,0.000101587
0.385,0.000102966
0.39,0.000104039
0.395,0.000106097
0.4,0.000108337
0.405,0.000110443
0.41,0.000110853
0.415,0.00011288
0.42,0.000115213
0.425,0.000117139
0.43,0.00011846
0.435,0.000119545
0.44,0.000121626
0.445,0.000123637
0.45,0.000124994
0.455,0.000127044
0.46,0.000128343
0.465,0.000128906
0.47,0.000129065
0.475,0.000129531
0.48,0.000130562
0.485,0.000132305
0.49,0.000134557
0.495,0.000134844
0.5,0.000136082
0.505,0.00013684
0.51,0.000138868
0.515,0.000139454
0.52,0.000141146
0.525,0.000143157
0.53,0.00014535
0.535,0.000148016
0.54,0.000150591
0.545,0.000152169
0.55,0.000153159
0.555,0.000155882
0.56,0.000156349
0.565,0.000157938
0.57,0.000156819
0.575,0.000160105
0.58,0.000161728
0.585,0.000163429
0.59,0.00016971
0.595,0.000172983
0.6,0.00017482
0.605,0.000176733
0.61,0.000178077
0.615,0.000179935
0.62,0.000181054
0.625,0.000182792
0.63,0.00018355
0.635,0.000186549
0.64,0.000189689
0.645,0.000194858
0.65,0.000197717
0.655,0.000197267
0.66,0.000199465
0.665,0.000205236
0.67,0.00147212
0.675,0.0023787
0.68,0.00304814
0.685,0.0034653
0.69,0.00372871
0.695,0.00393101
0.7,0.00409895
0.705,0.00424528
0.71,0.00433314
0.715,0.00455133
0.72,0.00436255
0.725,0.000791444
0.73,0.000687261
0.735,0.000683233
0.74,0.00066646
0.745,0.000638997
0.75,0.000646468
0.755,0.000644906
0.76,0.000738909
0.765,0.000733271
0.77,0.000744079
0.775,0.000709427
0.78,0.000614223
0.785,0.000585989
0.79,0.000584036
0.795,0.000579844
0.8,0.00058036
0.805,0.00058635
0.81,0.000581963
0.815,0.000584172
0.82,0.0005835
0.825,0.000586896
0.83,0.000582619
0.835,0.00058194
0.84,0.00059327
0.845,0.000588744
0.85,0.000586833
0.855,0.000578401
0.86,0.000572244
0.865,0.000569291
0.87,0.000557949
0.875,0.000550236
0.8798,0.000551762
0.885,0.00054585
0.89,0.000547435
0.895,0.000543504
0.9,0.000543615
0.905,0.000545184
0.91,0.000538703
0.915,0.000539475
0.92,0.000547265
0.925,0.000552746
0.93,0.000558014
0.935,0.000561764
0.94,0.000896221
0.945,0.000832963
0.95,0.000807662
0.955,0.000806619
0.96,0.000799126
0.965,0.000792104
0.97,0.00078505
0.975,0.000765404
0.98,0.000755377
0.985,0.000765638
0.99,0.000764084
0.995,0.000767204
1,0.000768005
