Time - Plot 0,Amplitude - Plot 0
36.1943,5.90E-10
36.2725,5.59E-10
36.3506,5.62E-10
36.4307,5.86E-10
36.5098,6.04E-10
36.5889,5.98E-10
36.668,6.09E-10
36.7451,6.25E-10
36.8242,6.39E-10
36.9033,6.08E-10
36.9814,5.81E-10
37.0615,5.72E-10
37.1397,5.80E-10
37.2178,5.84E-10
37.2969,5.80E-10
37.377,5.65E-10
37.4561,5.61E-10
37.5342,5.72E-10
37.6123,5.81E-10
37.6924,5.96E-10
37.7715,6.14E-10
37.8486,6.36E-10
37.9268,6.24E-10
38.0068,6.44E-10
38.0859,6.40E-10
38.1641,6.72E-10
38.2432,6.87E-10
38.3223,6.67E-10
38.4004,6.97E-10
38.4795,6.92E-10
38.5586,6.93E-10
38.6377,6.92E-10
38.7168,6.85E-10
38.7959,6.61E-10
38.874,6.50E-10
38.9531,6.59E-10
39.0332,6.70E-10
39.1123,6.58E-10
39.1904,6.53E-10
39.2695,6.36E-10
39.3496,6.36E-10
39.4287,6.34E-10
39.5078,6.23E-10
39.585,6.35E-10
39.665,6.44E-10
39.7441,6.62E-10
39.8223,6.67E-10
39.9023,6.51E-10
39.9805,6.48E-10
40.0605,6.25E-10
40.1397,6.49E-10
40.2178,6.37E-10
40.2969,6.68E-10
40.377,6.21E-10
40.4561,6.18E-10
40.5342,6.08E-10
40.6143,6.13E-10
40.6934,6.39E-10
40.7715,6.36E-10
40.8496,6.39E-10
40.9297,6.30E-10
41.0088,6.73E-10
41.0879,6.76E-10
41.167,6.32E-10
41.2451,6.50E-10
41.3252,6.16E-10
41.4043,6.07E-10
41.4834,6.12E-10
41.5625,6.01E-10
41.6416,6.15E-10
41.7207,6.22E-10
41.8008,6.37E-10
41.8799,6.55E-10
41.958,6.71E-10
42.0381,6.48E-10
42.1172,6.43E-10
42.1953,6.46E-10
42.2734,6.74E-10
42.3535,6.76E-10
42.4316,7.02E-10
42.5108,7.03E-10
42.5898,7.05E-10
42.668,7.21E-10
42.7451,7.44E-10
42.8252,7.10E-10
42.9043,7.24E-10
42.9824,7.25E-10
43.0625,7.19E-10
43.1406,6.75E-10
43.2207,7.03E-10
43.2998,6.86E-10
43.3779,6.95E-10
43.457,6.52E-10
43.5371,6.50E-10
43.6162,6.57E-10
43.6943,6.51E-10
43.7744,6.53E-10
43.8535,6.31E-10
43.9326,6.74E-10
44.0108,7.03E-10
44.0908,6.77E-10
44.1699,6.62E-10
44.249,6.23E-10
44.3272,6.21E-10
44.4072,6.20E-10
44.4863,6.15E-10
44.5645,6.53E-10
44.6436,6.69E-10
44.7227,6.38E-10
44.8018,6.34E-10
44.8809,6.38E-10
44.96,6.34E-10
45.0381,6.17E-10
45.1162,6.32E-10
45.1953,6.59E-10
45.2754,6.34E-10
45.3545,6.49E-10
45.4326,6.67E-10
45.5127,6.75E-10
45.5918,6.86E-10
45.6699,6.53E-10
45.748,6.66E-10
45.8281,7.02E-10
45.9072,6.77E-10
45.9854,6.69E-10
46.0654,6.72E-10
46.1465,6.92E-10
46.2256,7.00E-10
46.3047,7.18E-10
46.3828,7.22E-10
46.4619,7.28E-10
46.541,7.32E-10
46.6191,7.38E-10
46.6992,7.29E-10
46.7783,6.94E-10
46.8564,6.84E-10
46.9365,6.87E-10
47.0147,6.58E-10
47.0928,6.62E-10
47.1709,6.55E-10
47.251,6.64E-10
47.3301,6.79E-10
47.4092,6.68E-10
47.4873,6.91E-10
47.5674,7.11E-10
47.6465,7.06E-10
47.7256,6.88E-10
47.8037,6.67E-10
47.8838,6.31E-10
47.9629,6.35E-10
48.041,6.49E-10
48.1201,6.73E-10
48.1992,6.54E-10
48.2783,6.64E-10
48.3574,6.68E-10
48.4365,6.41E-10
48.5147,6.51E-10
48.5947,6.17E-10
48.6738,6.21E-10
48.752,6.21E-10
48.8301,6.51E-10
48.9102,6.55E-10
48.9893,6.56E-10
49.0674,6.53E-10
49.1475,6.44E-10
49.2256,6.31E-10
49.3047,6.42E-10
49.3848,6.39E-10
49.4639,6.41E-10
49.542,6.62E-10
49.6221,6.93E-10
49.7012,6.91E-10
49.7803,7.11E-10
49.8594,6.88E-10
49.9385,6.43E-10
50.0176,6.15E-10
50.0957,6.09E-10
50.1758,6.35E-10
50.2539,6.33E-10
50.332,6.38E-10
50.4121,6.28E-10
50.4902,6.43E-10
50.5693,6.63E-10
50.6484,6.63E-10
50.7266,6.44E-10
50.8057,6.47E-10
50.8848,7.00E-10
50.9629,6.86E-10
51.043,7.04E-10
51.1221,7.00E-10
51.2002,6.90E-10
51.2803,7.21E-10
51.3584,7.15E-10
51.4365,6.97E-10
51.5156,6.89E-10
51.5957,6.84E-10
51.6748,6.95E-10
51.7529,7.26E-10
51.833,7.13E-10
51.9121,7.20E-10
51.9912,6.84E-10
52.0713,6.84E-10
52.1504,6.88E-10
52.2295,7.13E-10
52.3086,7.09E-10
52.3877,7.08E-10
52.4668,7.14E-10
52.5469,7.11E-10
52.626,6.70E-10
52.7041,7.92E-10
52.7842,7.90E-10
52.8633,8.18E-10
52.9414,8.09E-10
53.0205,7.51E-10
53.0996,7.88E-10
53.1777,8.07E-10
53.2578,7.71E-10
53.3369,7.59E-10
53.416,7.52E-10
53.4941,7.27E-10
53.5733,6.94E-10
53.6533,6.90E-10
53.7324,7.24E-10
53.8105,7.50E-10
53.8906,7.06E-10
53.9687,7.29E-10
54.0469,7.11E-10
54.127,7.10E-10
54.2061,7.00E-10
54.2842,6.86E-10
54.3643,6.64E-10
54.4434,7.08E-10
54.5225,7.24E-10
54.6006,7.06E-10
54.6807,7.48E-10
54.7598,7.34E-10
54.8379,7.33E-10
54.917,7.44E-10
54.9961,7.31E-10
55.0752,7.69E-10
55.1543,7.90E-10
55.2334,8.13E-10
55.3115,8.13E-10
55.3906,7.54E-10
55.4707,7.36E-10
55.5479,7.48E-10
55.627,7.74E-10
55.7041,7.57E-10
55.7841,7.57E-10
55.8623,7.94E-10
55.9404,7.73E-10
56.0185,7.46E-10
56.0986,7.34E-10
56.1777,7.34E-10
56.2568,7.40E-10
56.3349,7.33E-10
56.415,7.52E-10
56.4941,7.27E-10
56.5732,6.81E-10
56.6513,7.13E-10
56.7314,7.20E-10
56.8105,7.42E-10
56.8896,7.54E-10
56.9677,7.52E-10
57.0478,7.48E-10
57.1269,7.31E-10
57.206,7.22E-10
57.2861,7.20E-10
57.3642,7.10E-10
57.4433,7.32E-10
57.5224,7.49E-10
57.6015,7.13E-10
57.6797,7.14E-10
57.7588,7.55E-10
57.8388,7.14E-10
57.917,7.04E-10
57.9961,7.25E-10
58.0761,7.39E-10
58.1552,7.37E-10
58.2334,7.35E-10
58.3115,7.09E-10
58.3916,7.39E-10
58.4707,7.29E-10
58.5498,6.79E-10
58.6289,6.65E-10
58.708,6.56E-10
58.7871,6.86E-10
58.8652,7.39E-10
58.9453,7.16E-10
59.0234,7.00E-10
59.1025,7.07E-10
59.1816,7.04E-10
59.2597,6.76E-10
59.3398,6.50E-10
59.4179,6.63E-10
59.498,7.04E-10
59.5771,6.50E-10
59.6552,6.48E-10
59.7343,6.42E-10
59.8144,6.37E-10
59.8935,6.44E-10
59.9736,6.50E-10
60.0527,6.80E-10
60.1308,6.66E-10
60.2089,6.37E-10
60.289,6.41E-10
60.3672,6.75E-10
60.4463,6.70E-10
60.5254,6.62E-10
60.6035,6.43E-10
60.6826,6.44E-10
60.7617,6.52E-10
60.8398,6.47E-10
60.9189,6.52E-10
60.998,6.85E-10
61.0761,7.12E-10
61.1562,7.19E-10
61.2343,7.26E-10
61.3134,7.33E-10
61.3916,7.32E-10
61.4707,7.11E-10
61.5498,6.96E-10
61.6279,7.31E-10
61.708,7.47E-10
61.7871,7.60E-10
61.8662,7.65E-10
61.9443,7.88E-10
62.0224,7.83E-10
62.1025,7.45E-10
62.1816,7.61E-10
62.2607,7.63E-10
62.3398,7.40E-10
62.4189,7.59E-10
62.498,7.65E-10
62.5761,8.05E-10
62.6572,7.72E-10
62.7353,7.33E-10
62.8154,7.05E-10
62.8935,6.93E-10
62.9716,7.25E-10
63.0507,7.04E-10
63.1308,7.41E-10
63.2099,7.25E-10
63.2881,7.03E-10
63.3681,6.85E-10
63.4472,6.91E-10
63.5254,7.19E-10
63.6035,7.26E-10
63.6836,7.24E-10
63.7617,7.04E-10
63.8408,6.88E-10
63.9199,7.18E-10
63.999,7.32E-10
64.0781,6.91E-10
64.1562,6.97E-10
64.2343,7.05E-10
64.3144,7.65E-10
64.3925,7.59E-10
64.4716,7.64E-10
64.5507,7.97E-10
64.6298,7.50E-10
64.708,7.66E-10
64.7881,7.73E-10
64.8662,7.80E-10
64.9443,7.54E-10
65.0244,7.55E-10
65.1035,7.70E-10
65.1826,7.87E-10
65.2617,7.93E-10
65.3408,7.77E-10
65.4199,7.75E-10
65.498,7.84E-10
65.5781,7.69E-10
65.6562,7.65E-10
65.7353,7.71E-10
65.8125,7.62E-10
65.8896,7.89E-10
65.9677,7.79E-10
66.0478,7.83E-10
66.1269,7.92E-10
66.206,7.77E-10
66.2841,7.62E-10
66.3642,7.49E-10
66.4433,7.49E-10
66.5214,8.10E-10
66.6015,7.90E-10
66.6806,8.10E-10
66.7597,7.93E-10
66.8388,7.73E-10
66.917,7.69E-10
66.9961,7.74E-10
67.0761,8.09E-10
67.1552,8.35E-10
67.2334,8.12E-10
67.3115,8.20E-10
67.3916,8.33E-10
67.4707,8.11E-10
67.5498,7.77E-10
67.6289,7.52E-10
67.708,7.81E-10
67.7871,7.31E-10
67.8672,7.14E-10
67.9463,7.37E-10
68.0244,7.72E-10
68.1045,7.43E-10
68.1836,7.29E-10
68.2617,7.40E-10
68.3408,7.97E-10
68.4199,7.41E-10
68.498,7.60E-10
68.5771,7.42E-10
68.6562,7.26E-10
68.7343,7.37E-10
68.8134,7.14E-10
68.8925,6.68E-10
68.9707,7.23E-10
69.0498,7.59E-10
69.1279,7.40E-10
69.207,7.41E-10
69.2861,7.37E-10
69.3662,7.43E-10
69.4453,7.46E-10
69.5234,7.20E-10
69.6025,6.86E-10
69.6816,7.27E-10
69.7597,7.35E-10
69.8398,7.29E-10
69.9179,7.40E-10
69.998,7.28E-10
70.0771,7.45E-10
70.1562,7.62E-10
70.2334,7.70E-10
70.3134,7.73E-10
70.3925,7.52E-10
70.4716,7.27E-10
70.5507,7.52E-10
70.6298,7.36E-10
70.708,7.34E-10
70.7881,7.44E-10
70.8662,7.27E-10
70.9443,7.34E-10
71.0234,7.52E-10
71.1035,7.73E-10
71.1826,7.85E-10
71.2607,7.80E-10
71.3408,7.35E-10
71.4199,7.42E-10
71.499,7.35E-10
71.5771,7.29E-10
71.6572,7.42E-10
71.7363,7.16E-10
71.8154,7.49E-10
71.8945,7.23E-10
71.9736,7.10E-10
72.0527,7.10E-10
72.1318,7.00E-10
72.2109,6.87E-10
72.29,6.85E-10
72.3681,7.27E-10
72.4482,7.17E-10
72.5263,7.48E-10
72.6064,7.16E-10
72.6855,7.36E-10
72.7646,7.30E-10
72.8437,7.24E-10
72.9228,7.31E-10
73.0019,7.33E-10
73.081,7.49E-10
73.1601,7.47E-10
73.2392,7.28E-10
73.3173,7.38E-10
73.3974,7.46E-10
73.4756,7.15E-10
73.5547,7.32E-10
73.6347,7.02E-10
73.7129,7.16E-10
73.791,7.29E-10
73.8711,7.11E-10
73.9492,6.93E-10
74.0283,6.71E-10
74.1054,6.70E-10
74.1836,7.14E-10
74.2627,7.21E-10
74.3418,7.02E-10
74.4199,7.27E-10
74.5,7.23E-10
74.5781,6.80E-10
74.6572,6.67E-10
74.7363,6.55E-10
74.8144,6.63E-10
74.8916,6.73E-10
74.9716,6.72E-10
75.0507,7.18E-10
75.1289,7.30E-10
75.208,7.18E-10
75.2871,7.14E-10
75.3652,6.73E-10
75.4433,6.65E-10
75.5224,6.66E-10
75.6006,6.59E-10
75.6787,6.46E-10
75.7588,6.39E-10
75.8379,6.36E-10
75.917,6.52E-10
75.9961,6.56E-10
76.0752,6.78E-10
76.1543,6.92E-10
76.2324,6.72E-10
76.3125,7.05E-10
76.3906,7.16E-10
76.4707,7.16E-10
76.5498,7.46E-10
76.6289,7.53E-10
76.708,7.55E-10
76.7871,7.51E-10
76.8652,6.88E-10
76.9453,6.94E-10
77.0244,6.83E-10
77.1035,6.98E-10
77.1826,7.14E-10
77.2607,6.86E-10
77.3398,6.88E-10
77.4199,7.03E-10
77.499,6.88E-10
77.5771,6.77E-10
77.6572,6.89E-10
77.7363,6.85E-10
77.8154,6.83E-10
77.8945,6.89E-10
77.9716,6.94E-10
78.0507,6.91E-10
78.1298,7.03E-10
78.2089,7.23E-10
78.2881,7.31E-10
78.3662,7.21E-10
78.4453,7.10E-10
78.5254,7.17E-10
78.6045,7.39E-10
78.6826,7.34E-10
78.7627,7.34E-10
78.8418,7.34E-10
78.9199,7.32E-10
78.998,7.03E-10
79.0761,7.00E-10
79.1562,7.08E-10
79.2343,7.08E-10
79.3134,6.81E-10
79.3906,6.96E-10
79.4687,7.05E-10
79.5468,7.15E-10
79.6269,6.95E-10
79.705,6.90E-10
79.7841,7.11E-10
79.8632,7.42E-10
79.9414,7.59E-10
80.0205,7.43E-10
80.0996,7.65E-10
80.1777,7.12E-10
80.2568,7.11E-10
80.3359,6.89E-10
80.414,6.53E-10
80.4912,6.81E-10
80.5713,7.54E-10
80.6504,7.78E-10
80.7295,7.58E-10
80.8086,8.03E-10
80.8867,8.12E-10
80.9648,7.69E-10
81.0449,7.98E-10
81.123,7.79E-10
81.2031,7.73E-10
81.2822,7.63E-10
81.3613,7.41E-10
81.4404,7.44E-10
81.5185,7.51E-10
81.5986,7.41E-10
81.6777,7.32E-10
81.7558,7.24E-10
81.8349,7.31E-10
81.914,7.83E-10
81.9931,7.82E-10
82.0713,7.58E-10
82.1513,7.64E-10
82.2295,7.64E-10
82.3076,7.39E-10
82.3867,7.19E-10
82.4668,7.34E-10
82.5449,7.32E-10
82.624,7.32E-10
82.7031,7.72E-10
82.7822,7.73E-10
82.8623,7.74E-10
82.9414,7.82E-10
83.0205,7.78E-10
83.0996,7.85E-10
83.1767,7.91E-10
83.2558,7.81E-10
83.3359,7.69E-10
83.415,7.69E-10
83.4931,7.53E-10
83.5722,7.57E-10
83.6513,7.90E-10
83.7295,7.71E-10
83.8086,7.79E-10
83.8886,7.94E-10
83.9677,8.04E-10
84.0459,7.38E-10
84.1259,7.81E-10
84.205,8.11E-10
84.2841,8.29E-10
84.3623,8.46E-10
84.4423,7.97E-10
84.5214,7.64E-10
84.6006,7.82E-10
84.6797,8.21E-10
84.7588,8.16E-10
84.8379,8.18E-10
84.917,8.49E-10
84.9961,8.49E-10
85.0752,8.70E-10
85.1533,8.52E-10
85.2334,8.27E-10
85.3115,8.06E-10
85.3916,7.98E-10
85.4707,8.05E-10
85.5498,8.29E-10
85.6289,8.35E-10
85.708,8.17E-10
85.7871,7.74E-10
85.8652,7.67E-10
85.9453,7.79E-10
86.0244,7.88E-10
86.1035,7.99E-10
86.1826,7.86E-10
86.2607,7.86E-10
86.3398,7.69E-10
86.4199,7.71E-10
86.498,7.78E-10
86.5771,7.57E-10
86.6562,7.53E-10
86.7353,7.55E-10
86.8134,7.88E-10
86.8935,8.13E-10
86.9716,8.07E-10
87.0498,8.13E-10
87.1279,7.87E-10
87.208,7.69E-10
87.2851,7.61E-10
87.3642,7.76E-10
87.4423,7.46E-10
87.5214,7.43E-10
87.6006,7.82E-10
87.6787,7.61E-10
87.7588,7.73E-10
87.8379,7.94E-10
87.916,8.13E-10
87.9951,8.28E-10
88.0722,8.71E-10
88.1513,8.36E-10
88.2295,8.58E-10
88.3095,8.31E-10
88.3886,8.10E-10
88.4668,8.18E-10
88.5459,7.79E-10
88.625,7.37E-10
88.7031,7.34E-10
88.7822,7.40E-10
88.8613,8.97E-10
88.9394,9.15E-10
89.0185,9.32E-10
89.0976,9.49E-10
89.1767,9.75E-10
89.2558,9.53E-10
89.3349,9.65E-10
89.4131,9.36E-10
89.4931,9.23E-10
89.5722,9.55E-10
89.6513,9.29E-10
89.7295,9.33E-10
89.8095,9.45E-10
89.8886,9.76E-10
89.9677,9.84E-10
90.0468,9.58E-10
90.1259,9.54E-10
90.205,9.60E-10
90.2832,9.51E-10
90.3632,9.85E-10
90.4414,9.64E-10
90.5205,9.64E-10
90.5996,1.00E-09
90.6777,9.57E-10
90.7568,9.72E-10
90.8379,9.72E-10
90.917,1.01E-09
90.9961,1.02E-09
91.0742,1.02E-09
91.1533,1.01E-09
91.2324,1.05E-09
91.3105,1.05E-09
91.3906,9.72E-10
91.4697,9.03E-10
91.5478,9.46E-10
91.6279,9.34E-10
91.706,1.01E-09
91.7841,9.97E-10
91.8632,9.83E-10
91.9433,9.43E-10
92.0214,9.58E-10
92.0996,9.04E-10
92.1777,9.42E-10
92.2568,9.69E-10
92.3359,9.30E-10
92.415,9.63E-10
92.4941,9.99E-10
92.5732,9.42E-10
92.6523,9.05E-10
92.7314,9.14E-10
92.8095,9.64E-10
