Voltage Value - Plot 0,Amplitude - Plot 0
-0.21,-2.59E-06
-0.205,-2.67E-06
-0.2,-2.70E-06
-0.195,-2.65E-06
-0.19,-2.67E-06
-0.185,-2.67E-06
-0.18,-2.66E-06
-0.175,-2.63E-06
-0.17,-2.60E-06
-0.165,-2.54E-06
-0.16,-2.53E-06
-0.155,-2.50E-06
-0.15,-2.45E-06
-0.145,-2.41E-06
-0.14,-2.36E-06
-0.135,-2.32E-06
-0.13,-2.28E-06
-0.125,-2.23E-06
-0.12,-2.15E-06
-0.115,-2.09E-06
-0.11,-2.02E-06
-0.105,-1.95E-06
-0.1,-1.87E-06
-0.095,-1.77E-06
-0.09,-1.70E-06
-0.085,-1.62E-06
-0.08,-1.52E-06
-0.075,-1.44E-06
-0.07,-1.35E-06
-0.065,-1.25E-06
-0.06,-1.15E-06
-0.055,-1.06E-06
-0.05,-9.49E-07
-0.045,-8.73E-07
-0.04,-7.67E-07
-0.035,-6.74E-07
-0.03,-5.76E-07
-0.025,-4.81E-07
-0.02,-3.87E-07
-0.015,-2.93E-07
-0.01,-1.96E-07
-0.005,-1.01E-07
0,-8.50E-09
0.005,1.18E-07
0.01,2.06E-07
0.015,2.86E-07
0.02,3.74E-07
0.025,4.55E-07
0.03,5.39E-07
0.035,6.20E-07
0.04,6.99E-07
0.045,7.82E-07
0.05,8.64E-07
0.055,9.40E-07
0.06,1.00E-06
0.065,1.08E-06
0.07,1.16E-06
0.075,1.24E-06
0.08,1.31E-06
0.085,1.37E-06
0.09,1.44E-06
0.095,1.52E-06
0.1,1.57E-06
0.105,1.62E-06
0.11,1.70E-06
0.115,1.76E-06
0.12,1.84E-06
0.125,1.87E-06
0.13,1.93E-06
0.135,1.98E-06
0.14,2.02E-06
0.145,2.07E-06
0.15,3.01E-06
0.155,2.79E-06
0.16,2.75E-06
0.165,2.80E-06
0.17,2.90E-06
0.175,2.97E-06
0.18,3.05E-06
0.185,3.09E-06
0.19,3.18E-06
0.195,3.24E-06
0.2,3.31E-06
0.205,3.38E-06
0.21,3.44E-06
0.215,3.52E-06
0.22,3.59E-06
0.225,3.66E-06
0.23,3.71E-06
0.235,3.77E-06
0.24,3.84E-06
0.245,3.89E-06
0.25,3.94E-06
0.255,4.02E-06
0.26,4.08E-06
0.265,4.16E-06
0.27,4.22E-06
0.275,4.29E-06
0.28,4.36E-06
0.285,4.41E-06
0.29,4.46E-06
0.295,4.55E-06
0.3,4.59E-06
0.305,4.66E-06
0.31,4.73E-06
0.315,4.80E-06
0.32,4.85E-06
0.325,4.92E-06
0.33,4.98E-06
0.335,5.03E-06
0.34,5.09E-06
0.345,5.14E-06
0.35,5.20E-06
0.355,5.26E-06
0.36,5.31E-06
0.365,5.40E-06
0.37,5.46E-06
0.375,5.54E-06
0.38,5.60E-06
0.385,5.66E-06
0.39,5.72E-06
0.395,5.77E-06
0.4,5.83E-06
0.405,5.90E-06
0.41,5.93E-06
0.415,6.03E-06
0.42,6.09E-06
0.425,6.14E-06
0.43,6.20E-06
0.435,6.26E-06
0.44,6.31E-06
0.445,6.36E-06
0.45,6.43E-06
0.455,6.50E-06
0.46,6.55E-06
0.465,6.63E-06
0.47,6.70E-06
0.475,6.77E-06
0.48,6.80E-06
0.485,6.84E-06
0.49,6.91E-06
0.495,7.00E-06
0.5,7.06E-06
0.505,7.11E-06
0.51,7.17E-06
0.515,7.24E-06
0.52,7.31E-06
0.525,7.36E-06
0.53,7.45E-06
0.535,7.50E-06
0.54,7.57E-06
0.545,7.62E-06
0.55,7.69E-06
0.555,7.74E-06
0.56,7.80E-06
0.565,7.86E-06
0.57,7.93E-06
0.575,8.00E-06
0.58,8.07E-06
0.585,8.13E-06
0.59,8.22E-06
0.595,8.25E-06
0.6,8.33E-06
0.605,8.37E-06
0.61,8.44E-06
0.615,8.50E-06
0.62,8.57E-06
0.625,8.63E-06
0.63,8.69E-06
0.635,8.74E-06
0.64,8.82E-06
0.645,8.89E-06
0.65,8.96E-06
0.655,8.99E-06
0.66,9.07E-06
0.665,9.15E-06
0.67,9.18E-06
0.675,9.26E-06
0.68,9.31E-06
0.685,9.41E-06
0.69,9.46E-06
0.695,9.50E-06
0.7,9.58E-06
0.705,9.64E-06
0.71,9.68E-06
0.715,9.76E-06
0.72,9.81E-06
0.725,9.88E-06
0.73,9.93E-06
0.735,1.00E-05
0.74,1.01E-05
0.745,1.01E-05
0.75,1.02E-05
0.755,1.02E-05
0.76,1.03E-05
0.765,1.04E-05
0.77,1.04E-05
0.775,1.05E-05
0.78,1.06E-05
0.785,1.07E-05
0.79,1.07E-05
0.795,1.08E-05
0.8,1.08E-05
0.805,1.09E-05
0.81,1.10E-05
0.815,1.11E-05
0.82,1.11E-05
0.825,1.12E-05
0.83,1.12E-05
0.835,1.13E-05
0.84,1.13E-05
0.845,1.14E-05
0.85,1.15E-05
0.855,1.15E-05
0.86,1.16E-05
0.865,1.17E-05
0.87,1.17E-05
0.875,1.18E-05
0.8798,1.19E-05
0.885,1.19E-05
0.89,1.20E-05
0.895,1.20E-05
0.9,1.21E-05
0.905,1.22E-05
0.91,1.22E-05
0.915,1.23E-05
0.92,1.23E-05
0.925,1.24E-05
0.93,1.25E-05
0.935,1.25E-05
0.94,1.26E-05
0.945,1.26E-05
0.95,1.27E-05
0.955,1.28E-05
0.96,1.29E-05
0.965,1.29E-05
0.97,1.30E-05
0.975,1.30E-05
0.98,1.31E-05
0.985,1.32E-05
0.99,1.32E-05
0.995,1.33E-05
1,1.34E-05
