Voltage Value - Plot 0,Amplitude - Plot 0
0.085,1.25E-07
0.09,1.32E-07
0.095,1.40E-07
0.1,1.42E-07
0.105,1.50E-07
0.11,1.47E-07
0.115,1.67E-07
0.12,1.69E-07
0.125,1.70E-07
0.13,1.78E-07
0.135,1.84E-07
0.14,1.94E-07
0.145,1.98E-07
0.15,2.10E-07
0.155,2.18E-07
0.16,2.32E-07
0.165,2.31E-07
0.17,2.44E-07
0.175,2.51E-07
0.18,2.54E-07
0.185,2.51E-07
0.19,2.58E-07
0.195,2.63E-07
0.2,2.74E-07
0.205,2.93E-07
0.21,2.94E-07
0.215,2.92E-07
0.22,2.92E-07
0.225,2.96E-07
0.23,3.06E-07
0.235,3.23E-07
0.24,3.29E-07
0.245,3.29E-07
0.25,3.38E-07
0.255,3.32E-07
0.26,3.48E-07
0.265,3.55E-07
0.27,3.44E-07
0.275,3.56E-07
0.28,3.85E-07
0.285,3.76E-07
0.29,3.82E-07
0.295,3.90E-07
0.3,3.97E-07
0.305,3.96E-07
0.31,3.96E-07
0.315,4.00E-07
0.32,4.09E-07
0.325,3.97E-07
0.33,4.19E-07
0.335,4.35E-07
0.34,4.21E-07
0.345,4.27E-07
0.35,4.31E-07
0.355,4.38E-07
0.36,4.46E-07
0.365,4.55E-07
0.37,4.60E-07
0.375,4.55E-07
0.38,4.57E-07
0.385,4.62E-07
0.39,4.43E-07
0.395,4.67E-07
0.4,4.72E-07
0.405,4.91E-07
0.41,4.84E-07
0.415,4.87E-07
0.42,4.98E-07
0.425,4.91E-07
0.43,4.95E-07
0.435,4.93E-07
0.44,4.92E-07
0.445,5.03E-07
0.45,4.97E-07
0.455,5.00E-07
0.46,5.14E-07
0.465,5.04E-07
0.47,5.02E-07
0.475,5.14E-07
0.48,5.21E-07
0.485,5.17E-07
0.49,5.23E-07
0.495,5.25E-07
0.5,5.23E-07
0.505,5.19E-07
0.51,5.29E-07
0.515,5.28E-07
0.52,5.46E-07
0.525,5.30E-07
0.53,5.57E-07
0.535,5.53E-07
0.54,5.52E-07
0.545,5.58E-07
0.55,5.52E-07
0.555,5.52E-07
0.56,5.47E-07
0.565,5.59E-07
0.57,5.49E-07
0.575,5.48E-07
0.58,5.53E-07
0.585,5.54E-07
0.59,5.67E-07
0.595,5.48E-07
0.6,5.68E-07
0.605,5.69E-07
0.61,5.80E-07
0.615,5.76E-07
0.62,5.82E-07
0.625,5.67E-07
0.63,5.85E-07
0.635,5.93E-07
0.64,6.00E-07
0.645,5.98E-07
0.65,5.94E-07
0.655,5.98E-07
0.66,5.99E-07
0.665,6.05E-07
0.67,5.82E-07
0.675,5.77E-07
0.68,5.81E-07
0.685,5.86E-07
0.69,5.72E-07
0.695,5.75E-07
0.7,5.86E-07
0.705,5.86E-07
0.71,5.74E-07
0.715,5.83E-07
0.72,5.83E-07
0.725,5.84E-07
0.73,5.93E-07
0.735,6.06E-07
0.74,6.00E-07
0.745,6.01E-07
0.75,6.12E-07
0.755,6.10E-07
0.76,6.00E-07
0.765,6.11E-07
0.77,6.14E-07
0.775,6.13E-07
0.78,6.09E-07
0.785,6.23E-07
0.79,6.19E-07
0.795,6.21E-07
0.8,6.28E-07
0.805,6.37E-07
0.81,6.27E-07
0.815,6.34E-07
0.82,6.42E-07
0.825,6.43E-07
0.83,6.47E-07
0.835,6.64E-07
0.84,6.54E-07
0.845,6.60E-07
0.85,6.74E-07
0.855,6.72E-07
0.86,6.80E-07
0.865,6.89E-07
0.87,7.00E-07
0.875,7.03E-07
0.8798,7.13E-07
0.885,7.14E-07
0.89,7.28E-07
0.895,7.20E-07
0.9,7.16E-07
0.905,7.20E-07
0.91,7.31E-07
0.915,7.38E-07
0.92,7.46E-07
0.925,7.48E-07
0.93,7.49E-07
0.935,7.56E-07
0.94,7.64E-07
0.945,7.59E-07
0.95,7.62E-07
0.955,7.82E-07
0.96,7.93E-07
0.965,7.82E-07
0.97,8.02E-07
0.975,7.78E-07
0.98,7.75E-07
0.985,7.98E-07
0.99,8.19E-07
0.995,8.23E-07
1,8.21E-07
